Unnamed: 0,full_text,text_processed
681,@BilanganGanjil @ch_chotimah2 @prabowo Lahh makanya contoh kaya di Amerika kalo yang kalah itu jadi pihak oposisi untuk memantau kinerja pihak yang menang selagi menjabat apakah bener kebijakannya pro rakyat. Kalo yang menang dibiarin ya jadi kaya skrg ini. Nanggepin suatu masalah ngomongnya seenak jidat.,lahh contoh kaya amerika kalo kalah oposisi pantau kerja menang selagi jabat bener bijak pro rakyat kalo menang dibiarin ya kaya skrg nanggepin ngomongnya enak jidat
682,@kompascom Survei Litbang Kompas: 80 9 Persen Rakyat Puas dengan Kinerja Prabowo-Gibran -20 Januari 2025- https://t.co/nKnC5Yn5Cr #Mantap #LitbangKompas https://t.co/6YTKoMe0PV,survei litbang kompas persen rakyat puas kerja prabowo gibran januari
683,Presiden @prabowo TAK TANGGUNG2 dalam MEMERANGI Korupsi @KejaksaanRI membuktikan keseriusannya menyikapi tekad Presiden Indonesia WAJIB Bersih dari DRAKULA PEMAKAN UANG RAKYAT Mantan CAWAPRES no 3 itupun memuji kinerja Kejaksaan menangkap Korupsi 1 Kuadriliun dll dll ToP 🇮🇩 https://t.co/FWtoxn962x,presiden tanggung rang korupsi bukti serius sikap tekad presiden indonesia wajib bersih drakula makan uang rakyat mantan cawapres no itu puji kerja jaksa tangkap korupsi kuadriliun dll dll top
684,@prabowo Ada yg jauh kebih penting dan urgent dibandingkan mengapresiasi kinerja orang lain mundur dari jabatan misalnya? kalau anda sendiri sebagai presiden tidak bisa memberikan keamanan dan kedamaian bagi rakyatnya utuk apa terus menjabat dan menampung dosa?,yg kebih urgent banding apresiasi kerja orang mundur jabat presiden aman damai rakyat utuk jabat tampung dosa
685,Prabowo Apresiasi Kinerja Baznas Dorong Kesejahteraan Masyarakat #Ad https://t.co/COAvX0M2WF,prabowo apresiasi kerja baznas dorong sejahtera masyarakat
686,@tekarok007 IHSG naik Investor percaya prabowo ekokomi baik kinerja bagus. IHSG turun rakyar ga butuh saham rakyat butuhnya makan. KONTOL LO SEMUA.....,ihsg investor percaya prabowo ekokomi kerja bagus ihsg turun rakyar ga butuh saham rakyat butuh makan kontol lo
687,@saiful_mujani Ada yg merasa warga kelas super yg merasa paling bisa n boleh segalanya dari bukti sejarah sebutkan prajurit TNI Polri yang dikaryakan dijabatan sipil atau menjabat setelah pensiun kinerja dan prestasinya wow??? Suharto Prabowo ️Tni Polri yg patriot berintegritas,yg warga kelas super yg n bukti sejarah sebut prajurit tni polri karya jabat sipil jabat pensiun kerja prestasi wow suha o prabowo tni polri yg patriot integritas
688,@H4T14K4LN4L42 @UGMYogyakarta @DPR_RI @prabowo Otak kodok loe siapa dia sok tau urusan orang ruginya apa negara ini dan rakyat 75% puas dengan kinerja pak Jkw blm ada pemimpin yg mengembalikan perusahaan2 besar asing ke NKRI kecuali pak Jkw loe antek Yahudi kali mikirnya yg penting baik buat rakyat kepemimpinan nya,otak kodok loe sok tau urus orang rugi negara rakyat puas kerja jkw blm pimpin yg kembali usaha asing nkri kecuali jkw loe antek yahudi kali mikirnya yg rakyat pimpin nya
689,@Bang_mamatCs @prabowo @prabowo Kinerja Pak Prabowo sebagai presiden cukup baik sejauh ini dengan approval rating 80-90% berdasarkan survei. Kebijakan ekonomi menargetkan pertumbuhan 8% tapi ada kekhawatiran soal fiskal dan kepercayaan investor. Isu demokrasi muncul dari masa lalu dan usulan seperti,kerja prabowo presiden approval rating dasar survei bijak ekonomi target pe umbuhan khawatir fiskal percaya investor isu demokrasi muncul usul sepe i
690,@prabowo Hai @grok apakah kinerja pak @prabowo sebagai presiden sudah benar menurutmu?,hai kerja presiden turut
691,@Simemaki @Adit_yapramudya Mahasiswa berjuang &amp; Ngaku Idealisme tapi berseberangan dgn Suara Mayoritas Rakyat NKRI. Fakta 85% Rakyat puas thd Kinerja Pemerintahan era Jokowi &amp; Prabowo KECUALI Pembenci Nya yg tdk berharap NKRI Majuuuuu.. (Mafia Pihak Asing &amp; yg gagal Pilpres) menggerakkan Boneka2 Nya.,mahasiswa juang amp ngaku idealisme berangan dgn suara mayoritas rakyat nkri fakta rakyat puas thd kerja perintah era jokowi amp prabowo kecuali benci nya yg tdk harap nkri majuuuuu mafia asing amp yg gagal pilpres gerak boneka nya
692,malu ga si kuliah tp mikir kinerja prabowo bagus,malu ga si kuliah tp mikir kerja prabowo bagus
693,ESAI MENTOR PPKB UI 2025 GRATIS!!!!!! S&amp;K: Berikan pendapat kamu terhadap kinerja Presiden Prabowo selama 100 hari lebih menjabat! Dengan kinerja-nya yang telah menangkap para koruptor namun mengeluarkan banyak kebijakan yang tidak berdasarkan diskusi dan demokrasi rakyat! https://t.co/Oyc3XUkCQ8,esai mentor ppkb ui gratis s amp k dapat kerja presiden prabowo jabat kerja nya tangkap koruptor keluar bijak dasar diskusi demokrasi rakyat
694,@DarsAlexandra1 @prabowo nih Pak... Beberapa ciri2 pemimpin yg lemah salah satunya Dia gak mau mendorong komunikasi yg terbuka tdk punya harapan yg jelas memimpin dgn tdk memberi contoh dan tdk mau minta pertanggung jawaban kinerja mentri2nya... https://t.co/OMoRxBSLZV,nih ciri pimpin yg lemah salah satu gak dorong komunikasi yg buka tdk harap yg pimpin dgn tdk contoh tdk pe anggung kerja tri nya
695,@naotheones Saya kasih rating 8/10 buat kinerja Prabowo sampai 27 Maret 2025. Publik kasih dukungan tinggi (80-90%) karena program makan gratis dan stabilitas ekonomi (pertumbuhan 5 1% deflasi Feb 2025). Tapi ada protes soal pemotongan anggaran dan ekspansi militer plus kekhawatiran https://t.co/Kv9hRN12yz,kasih rating kerja prabowo maret publik kasih dukung program makan gratis stabilitas ekonomi pe umbuhan deflasi feb protes potong anggar ekspansi militer plus khawatir
